accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription,fileURL,yearMonthDay,ticker
0000002488-19-000184,2019-12-11,2019-12-09,2019-12-11T21:10:06.000Z,,4,,,,10806,0,0,xslF345X03/wf-form4_157609858832773.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000184/xslF345X03/wf-form4_157609858832773.xml,20191209,AMD
0000002488-19-000182,2019-12-10,2019-12-06,2019-12-10T21:09:38.000Z,,4,,,,4372,0,0,xslF345X03/wf-form4_157601216135856.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000182/xslF345X03/wf-form4_157601216135856.xml,20191206,AMD
0000002488-19-000180,2019-12-06,2019-12-04,2019-12-06T21:13:14.000Z,,4,,,,4641,0,0,xslF345X03/wf-form4_157566677681664.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000180/xslF345X03/wf-form4_157566677681664.xml,20191204,AMD
0000002488-19-000178,2019-12-02,2019-11-25,2019-12-02T21:50:50.000Z,34,8-K,001-07882,191263698,"3.02,7.01",181119,1,1,amdform8kequitysales11.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000178/amdform8kequitysales11.htm,20191125,AMD
0000002488-19-000175,2019-11-27,2019-11-25,2019-11-27T21:28:38.000Z,,4,,,,10838,0,0,xslF345X03/wf-form4_157489010058210.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000175/xslF345X03/wf-form4_157489010058210.xml,20191125,AMD
0000002488-19-000173,2019-11-21,2019-11-19,2019-11-21T21:13:26.000Z,,4,,,,11861,0,0,xslF345X03/wf-form4_157437079150390.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000173/xslF345X03/wf-form4_157437079150390.xml,20191119,AMD
0000002488-19-000171,2019-11-19,2019-11-15,2019-11-19T23:20:57.000Z,,4,,,,8286,0,0,xslF345X03/wf-form4_157420564204402.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000171/xslF345X03/wf-form4_157420564204402.xml,20191115,AMD
0000002488-19-000169,2019-11-19,2019-11-15,2019-11-19T21:18:40.000Z,,4,,,,8905,0,0,xslF345X03/wf-form4_157419830423581.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000169/xslF345X03/wf-form4_157419830423581.xml,20191115,AMD
0000002488-19-000167,2019-11-12,2019-11-07,2019-11-12T21:11:38.000Z,,4,,,,10843,0,0,xslF345X03/wf-form4_157359308194080.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000167/xslF345X03/wf-form4_157359308194080.xml,20191107,AMD
0000002488-19-000165,2019-11-12,2019-11-07,2019-11-12T12:25:55.000Z,34,8-K,001-07882,191206078,"3.02,7.01",180183,1,1,amdform8kequitysales11.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000165/amdform8kequitysales11.htm,20191107,AMD
0000002488-19-000163,2019-11-01,2019-10-30,2019-11-01T20:09:17.000Z,,4,,,,5104,0,0,xslF345X03/wf-form4_157263894197818.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000163/xslF345X03/wf-form4_157263894197818.xml,20191030,AMD
0000002488-19-000161,2019-10-30,2019-10-28,2019-10-30T20:24:36.000Z,,4,,,,10802,0,0,xslF345X03/wf-form4_157246706097458.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000161/xslF345X03/wf-form4_157246706097458.xml,20191028,AMD
0000002488-19-000159,2019-10-30,2019-09-28,2019-10-30T20:17:03.000Z,34,10-Q,001-07882,191180329,,7862067,1,1,amd0928201910q.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000159/amd0928201910q.htm,20190928,AMD
0000002488-19-000157,2019-10-29,2019-10-29,2019-10-29T21:11:27.000Z,34,8-K,001-07882,191176518,"2.02,7.01,9.01",4430404,1,1,a20191029q319earnings8.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000157/a20191029q319earnings8.htm,20191029,AMD
0000002488-19-000154,2019-10-17,2019-10-15,2019-10-17T20:16:07.000Z,,4,,,,8386,0,0,xslF345X03/wf-form4_157134331127263.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000154/xslF345X03/wf-form4_157134331127263.xml,20191015,AMD
0000002488-19-000152,2019-09-17,2019-09-13,2019-09-17T20:11:50.000Z,,4,,,,8386,0,0,xslF345X03/wf-form4_156875109207102.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000152/xslF345X03/wf-form4_156875109207102.xml,20190913,AMD
0000002488-19-000150,2019-09-11,2019-09-09,2019-09-11T20:17:49.000Z,,4,,,,10844,0,0,xslF345X03/wf-form4_156823305318411.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000150/xslF345X03/wf-form4_156823305318411.xml,20190909,AMD
0000002488-19-000148,2019-09-11,2019-09-09,2019-09-11T20:13:20.000Z,,4,,,,8357,0,0,xslF345X03/wf-form4_156823278428677.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000148/xslF345X03/wf-form4_156823278428677.xml,20190909,AMD
0000002488-19-000146,2019-09-09,2019-09-05,2019-09-09T20:10:20.000Z,,4,,,,9281,0,0,xslF345X03/wf-form4_156805980410989.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000146/xslF345X03/wf-form4_156805980410989.xml,20190905,AMD
0000002488-19-000144,2019-09-06,2019-09-03,2019-09-06T20:11:27.000Z,34,8-K,001-07882,191079776,"3.02,7.01",179912,1,1,amdform8kequitysalesse.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000144/amdform8kequitysalesse.htm,20190903,AMD
0000002488-19-000143,2019-09-06,2019-09-04,2019-09-06T20:07:29.000Z,,4,,,,4641,0,0,xslF345X03/wf-form4_156780043243183.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000143/xslF345X03/wf-form4_156780043243183.xml,20190904,AMD
0000002488-19-000140,2019-09-03,2019-08-29,2019-09-03T20:11:05.000Z,,4,,,,5108,0,0,xslF345X03/wf-form4_156754144968632.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000140/xslF345X03/wf-form4_156754144968632.xml,20190829,AMD
9999999997-19-006588,2019-08-21,,2019-08-21T18:03:46.000Z,,SEC STAFF LETTER,,,,141967,0,0,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/0000002488/999999999719006588/filename1.pdf,20190821,AMD
0000002488-19-000138,2019-08-19,2019-08-15,2019-08-19T20:09:53.000Z,,4,,,,8387,0,0,xslF345X03/wf-form4_156624537702177.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000138/xslF345X03/wf-form4_156624537702177.xml,20190815,AMD
0000947871-19-000599,2019-08-15,,2019-08-15T21:23:53.000Z,34,SC 13G,005-07443,191031107,,179175,0,0,ss147095_sc13g.htm,SCHEDULE 13G,https://www.sec.gov/Archives/edgar/data/0000002488/000094787119000599/ss147095_sc13g.htm,20190815,AMD
9999999997-19-006514,2019-08-15,,2019-08-15T15:04:43.000Z,,SEC STAFF LETTER,,,,147724,0,0,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/0000002488/999999999719006514/filename1.pdf,20190815,AMD
0000002488-19-000136,2019-08-13,2019-08-09,2019-08-13T20:57:20.000Z,,4,,,,28491,0,0,xslF345X03/wf-form4_156572982374884.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000136/xslF345X03/wf-form4_156572982374884.xml,20190809,AMD
0000002488-19-000134,2019-08-13,2019-08-09,2019-08-13T20:53:43.000Z,,4,,,,12737,0,0,xslF345X03/wf-form4_156572960649933.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000134/xslF345X03/wf-form4_156572960649933.xml,20190809,AMD
0000002488-19-000132,2019-08-13,2019-08-05,2019-08-13T20:49:08.000Z,,3,,,,7388,0,0,xslF345X02/wf-form3_156572933233963.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000132/xslF345X02/wf-form3_156572933233963.xml,20190805,AMD
0000002488-19-000130,2019-08-13,2019-08-09,2019-08-13T20:46:33.000Z,,4,,,,23319,0,0,xslF345X03/wf-form4_156572917589221.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000130/xslF345X03/wf-form4_156572917589221.xml,20190809,AMD
0000002488-19-000128,2019-08-13,2019-08-09,2019-08-13T20:41:59.000Z,,4,,,,26397,0,0,xslF345X03/wf-form4_156572890341539.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000128/xslF345X03/wf-form4_156572890341539.xml,20190809,AMD
0000002488-19-000126,2019-08-13,2019-08-09,2019-08-13T20:36:48.000Z,,4,,,,4425,0,0,xslF345X03/wf-form4_156572859278945.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000126/xslF345X03/wf-form4_156572859278945.xml,20190809,AMD
0000002488-19-000124,2019-08-13,2019-08-09,2019-08-13T20:34:25.000Z,,4,,,,23324,0,0,xslF345X03/wf-form4_156572844836158.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000124/xslF345X03/wf-form4_156572844836158.xml,20190809,AMD
0000002488-19-000122,2019-08-13,2019-08-09,2019-08-13T20:31:51.000Z,,4,,,,14796,0,0,xslF345X03/wf-form4_156572829585053.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000122/xslF345X03/wf-form4_156572829585053.xml,20190809,AMD
0000002488-19-000120,2019-08-13,2019-08-09,2019-08-13T20:28:31.000Z,,4,,,,20264,0,0,xslF345X03/wf-form4_156572809452526.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000120/xslF345X03/wf-form4_156572809452526.xml,20190809,AMD
0000002488-19-000118,2019-08-13,2019-08-09,2019-08-13T20:18:21.000Z,,4,,,,23331,0,0,xslF345X03/wf-form4_156572748467438.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000118/xslF345X03/wf-form4_156572748467438.xml,20190809,AMD
0000002488-19-000115,2019-08-09,2019-08-07,2019-08-09T20:15:55.000Z,,4,,,,10811,0,0,xslF345X03/wf-form4_156538173918120.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000115/xslF345X03/wf-form4_156538173918120.xml,20190807,AMD
0000002488-19-000113,2019-08-08,2019-08-05,2019-08-08T20:09:58.000Z,34,8-K,001-07882,191009574,5.02,192092,1,1,amdform8k08082019.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000113/amdform8k08082019.htm,20190805,AMD
0000002488-19-000110,2019-08-02,2019-07-31,2019-08-02T20:13:15.000Z,,4,,,,8321,0,0,xslF345X03/wf-form4_156477677961915.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000110/xslF345X03/wf-form4_156477677961915.xml,20190731,AMD
0000002488-19-000108,2019-07-31,2019-07-29,2019-07-31T21:09:58.000Z,,4,,,,8356,0,0,xslF345X03/wf-form4_156460738152149.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000108/xslF345X03/wf-form4_156460738152149.xml,20190729,AMD
0000002488-19-000106,2019-07-31,,2019-07-31T21:02:08.000Z,33,S-8,333-232922,19989568,,501971,0,0,amd-formsx8july2019.htm,S-8,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000106/amd-formsx8july2019.htm,20190731,AMD
0000002488-19-000104,2019-07-31,2019-06-29,2019-07-31T20:27:08.000Z,34,10-Q,001-07882,19989127,,7450798,1,1,amd0629201910q.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000104/amd0629201910q.htm,20190629,AMD
0000002488-19-000102,2019-07-30,2019-07-30,2019-07-30T20:21:33.000Z,34,8-K,001-07882,19985748,"2.02,7.01,9.01",4496948,0,0,a20190730q219earnings8-k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000102/a20190730q219earnings8-k.htm,20190730,AMD
9999999997-19-006290,2019-07-26,,2019-07-26T16:39:57.000Z,34,CT ORDER,001-07882,19977008,"20190726,20190726",108545,0,0,filename1.pdf,,https://www.sec.gov/Archives/edgar/data/0000002488/999999999719006290/filename1.pdf,20190726,AMD
0000002488-19-000098,2019-07-17,2019-07-15,2019-07-17T20:08:07.000Z,,4,,,,8386,0,0,xslF345X03/wf-form4_156339407180914.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000098/xslF345X03/wf-form4_156339407180914.xml,20190715,AMD
0000002488-19-000096,2019-06-27,2019-06-21,2019-06-27T20:23:45.000Z,34,8-K,001-07882,19925576,5.02,50029,0,0,a8-kneosalariesandlti2019.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000096/a8-kneosalariesandlti2019.htm,20190621,AMD
0000002488-19-000094,2019-06-18,2019-06-14,2019-06-18T20:09:29.000Z,,4,,,,8386,0,0,xslF345X03/wf-form4_156088855429822.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000094/xslF345X03/wf-form4_156088855429822.xml,20190614,AMD
0000002488-19-000092,2019-06-12,2019-06-10,2019-06-12T20:23:04.000Z,,4,,,,10801,0,0,xslF345X03/wf-form4_156037096856407.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000092/xslF345X03/wf-form4_156037096856407.xml,20190610,AMD
0000002488-19-000090,2019-06-12,2019-06-10,2019-06-12T20:17:11.000Z,,4,,,,10847,0,0,xslF345X03/wf-form4_156037061652910.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000090/xslF345X03/wf-form4_156037061652910.xml,20190610,AMD
0000002488-19-000088,2019-06-10,2019-06-07,2019-06-10T21:26:34.000Z,34,8-K,001-07882,19889363,"1.01,2.03,9.01",1360481,0,0,form8-kcreditfacility060719.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000088/form8-kcreditfacility060719.htm,20190607,AMD
0000002488-19-000086,2019-06-10,2019-06-06,2019-06-10T20:15:53.000Z,,4,,,,13806,0,0,xslF345X03/wf-form4_156019773813387.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000086/xslF345X03/wf-form4_156019773813387.xml,20190606,AMD
0000002488-19-000083,2019-06-06,2019-06-04,2019-06-06T20:20:36.000Z,,4,,,,9981,0,0,xslF345X03/wf-form4_155985241990272.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000083/xslF345X03/wf-form4_155985241990272.xml,20190604,AMD
0000002488-19-000081,2019-06-06,2019-06-04,2019-06-06T20:16:14.000Z,,4,,,,4605,0,0,xslF345X03/wf-form4_155985215912060.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000081/xslF345X03/wf-form4_155985215912060.xml,20190604,AMD
0000002488-19-000079,2019-06-03,2019-05-30,2019-06-03T20:16:24.000Z,,4,,,,8845,0,0,xslF345X03/wf-form4_155959296912700.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000079/xslF345X03/wf-form4_155959296912700.xml,20190530,AMD
0000002488-19-000077,2019-05-29,,2019-05-29T20:16:52.000Z,34,SD,001-07882,19862196,,349826,0,0,formsd-amd2018.htm,SD,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000077/formsd-amd2018.htm,20190529,AMD
0000002488-19-000075,2019-05-17,2019-05-15,2019-05-17T20:45:09.000Z,,4,,,,5538,0,0,xslF345X03/wf-form4_155812589429663.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000075/xslF345X03/wf-form4_155812589429663.xml,20190515,AMD
0000002488-19-000073,2019-05-17,2019-05-15,2019-05-17T20:42:36.000Z,,4,,,,5270,0,0,xslF345X03/wf-form4_155812574148779.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000073/xslF345X03/wf-form4_155812574148779.xml,20190515,AMD
0000002488-19-000071,2019-05-17,2019-05-15,2019-05-17T20:39:18.000Z,,4,,,,5332,0,0,xslF345X03/wf-form4_155812554411548.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000071/xslF345X03/wf-form4_155812554411548.xml,20190515,AMD
0000002488-19-000069,2019-05-17,2019-05-15,2019-05-17T20:34:35.000Z,,4,,,,5472,0,0,xslF345X03/wf-form4_155812526053145.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000069/xslF345X03/wf-form4_155812526053145.xml,20190515,AMD
0000002488-19-000067,2019-05-17,2019-05-15,2019-05-17T20:31:47.000Z,,4,,,,5484,0,0,xslF345X03/wf-form4_155812509300653.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000067/xslF345X03/wf-form4_155812509300653.xml,20190515,AMD
0000002488-19-000065,2019-05-17,2019-05-15,2019-05-17T20:28:36.000Z,,4,,,,5514,0,0,xslF345X03/wf-form4_155812490122730.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000065/xslF345X03/wf-form4_155812490122730.xml,20190515,AMD
0000002488-19-000063,2019-05-17,2019-05-15,2019-05-17T20:26:17.000Z,,4,,,,8386,0,0,xslF345X03/wf-form4_155812476286833.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000063/xslF345X03/wf-form4_155812476286833.xml,20190515,AMD
0000002488-19-000061,2019-05-17,2019-05-15,2019-05-17T20:23:18.000Z,,4,,,,5312,0,0,xslF345X03/wf-form4_155812458416546.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000061/xslF345X03/wf-form4_155812458416546.xml,20190515,AMD
0000002488-19-000059,2019-05-17,2019-05-15,2019-05-17T20:09:45.000Z,34,8-K,001-07882,19835734,5.07,54287,0,0,amd2019annualmeeting8-k515.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000059/amd2019annualmeeting8-k515.htm,20190515,AMD
0000002488-19-000055,2019-05-09,2019-05-07,2019-05-09T20:17:37.000Z,,4,,,,8887,0,0,xslF345X03/wf-form4_155743304318064.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000055/xslF345X03/wf-form4_155743304318064.xml,20190507,AMD
0000002488-19-000053,2019-05-07,2019-05-03,2019-05-07T20:19:43.000Z,,4,,,,8861,0,0,xslF345X03/wf-form4_155726036827861.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000053/xslF345X03/wf-form4_155726036827861.xml,20190503,AMD
0000002488-19-000051,2019-05-06,2019-05-02,2019-05-06T20:15:42.000Z,,4,,,,8614,0,0,xslF345X03/wf-form4_155717372765825.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000051/xslF345X03/wf-form4_155717372765825.xml,20190502,AMD
0000002488-19-000049,2019-05-06,2019-05-02,2019-05-06T20:10:38.000Z,,4,,,,6688,0,0,xslF345X03/wf-form4_155717342362701.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000049/xslF345X03/wf-form4_155717342362701.xml,20190502,AMD
0000002488-19-000047,2019-05-01,2019-04-29,2019-05-01T20:52:17.000Z,,4,,,,8392,0,0,xslF345X03/wf-form4_155674392176511.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000047/xslF345X03/wf-form4_155674392176511.xml,20190429,AMD
0000002488-19-000045,2019-05-01,2019-03-30,2019-05-01T20:36:40.000Z,34,10-Q,001-07882,19788139,,5522044,1,0,amd0330201910q.htm,10-Q,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000045/amd0330201910q.htm,20190330,AMD
0000002488-19-000043,2019-04-30,2019-04-30,2019-04-30T20:21:37.000Z,34,8-K,001-07882,19782067,"2.02,7.01,9.01",4252642,0,0,a20190430q119earnings8-k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000043/a20190430q119earnings8-k.htm,20190430,AMD
0000002488-19-000039,2019-04-17,2019-04-15,2019-04-17T21:15:12.000Z,,4,,,,8907,0,0,xslF345X03/wf-form4_155553569758153.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000039/xslF345X03/wf-form4_155553569758153.xml,20190415,AMD
0000002488-19-000037,2019-03-26,2019-03-22,2019-03-26T20:15:55.000Z,,4,,,,4605,0,0,xslF345X03/wf-form4_155363134070242.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000037/xslF345X03/wf-form4_155363134070242.xml,20190322,AMD
0001193125-19-082213,2019-03-21,,2019-03-21T20:29:33.000Z,34,DEFA14A,001-07882,19697360,,455837,0,0,d701735ddefa14a.htm,DEFINITIVE ADDITIONAL MATERIALS,https://www.sec.gov/Archives/edgar/data/0000002488/000119312519082213/d701735ddefa14a.htm,20190321,AMD
0001193125-19-082205,2019-03-21,2019-05-15,2019-03-21T20:26:46.000Z,34,DEF 14A,001-07882,19697333,,3076112,0,0,d659595ddef14a.htm,DEFINITIVE PROXY STATEMENT,https://www.sec.gov/Archives/edgar/data/0000002488/000119312519082205/d659595ddef14a.htm,20190515,AMD
0000002488-19-000035,2019-03-13,2019-03-11,2019-03-13T20:12:06.000Z,,4,,,,14355,0,0,xslF345X03/wf-form4_155250791058356.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000035/xslF345X03/wf-form4_155250791058356.xml,20190311,AMD
0000002488-19-000033,2019-03-11,2019-03-07,2019-03-11T20:25:16.000Z,,4,,,,5138,0,0,xslF345X03/wf-form4_155233590163637.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000033/xslF345X03/wf-form4_155233590163637.xml,20190307,AMD
0000002488-19-000031,2019-03-01,2019-02-27,2019-03-01T21:22:54.000Z,,4,,,,8901,0,0,xslF345X03/wf-form4_155147535950760.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000031/xslF345X03/wf-form4_155147535950760.xml,20190227,AMD
0000002488-19-000029,2019-03-01,2019-02-20,2019-03-01T21:17:58.000Z,,3,,,,7416,0,0,xslF345X02/wf-form3_155147506359033.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000029/xslF345X02/wf-form3_155147506359033.xml,20190220,AMD
0000002488-19-000027,2019-03-01,2019-02-20,2019-03-01T21:14:07.000Z,,3,,,,7414,0,0,xslF345X02/wf-form3_155147483326144.xml,FORM 3,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000027/xslF345X02/wf-form3_155147483326144.xml,20190220,AMD
0000002488-19-000023,2019-02-22,2019-02-20,2019-02-22T21:09:04.000Z,,4,,,,5476,0,0,xslF345X03/wf-form4_155086972991045.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000023/xslF345X03/wf-form4_155086972991045.xml,20190220,AMD
0000002488-19-000022,2019-02-22,2019-02-19,2019-02-22T21:07:07.000Z,34,8-K,001-07882,19625750,5.02,30748,0,0,form8-kneoeipandsalaries21.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000022/form8-kneoeipandsalaries21.htm,20190219,AMD
0000002488-19-000018,2019-02-14,2019-02-13,2019-02-14T21:28:13.000Z,34,8-K,001-07882,19606956,3.02,28697,0,0,a201902form8-kwarrantshare.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000018/a201902form8-kwarrantshare.htm,20190213,AMD
0000002488-19-000015,2019-02-11,2019-02-07,2019-02-11T21:16:36.000Z,,4,,,,5171,0,0,xslF345X03/wf-form4_154991978283310.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000015/xslF345X03/wf-form4_154991978283310.xml,20190207,AMD
0000002488-19-000014,2019-02-11,2018-12-29,2019-02-11T21:14:43.000Z,,5,,,,6738,0,0,xslF345X03/wf-form5_154991966959636.xml,FORM 5,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000014/xslF345X03/wf-form5_154991966959636.xml,20181229,AMD
0000932471-19-004293,2019-02-11,,2019-02-11T13:30:32.000Z,34,SC 13G/A,005-07443,19582030,,34142,0,0,advancedmicrodevicesinc.htm,,https://www.sec.gov/Archives/edgar/data/0000002488/000093247119004293/advancedmicrodevicesinc.htm,20190211,AMD
0000002488-19-000011,2019-02-08,2018-12-29,2019-02-08T21:44:26.000Z,34,10-K,001-07882,19580553,,14934215,1,0,amd-12292018x10k.htm,10-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000011/amd-12292018x10k.htm,20181229,AMD
0000947871-19-000080,2019-02-07,2019-02-05,2019-02-07T21:29:29.000Z,,4,,,,10314,0,0,xslF345X03/ownership.xml,,https://www.sec.gov/Archives/edgar/data/0000002488/000094787119000080/xslF345X03/ownership.xml,20190205,AMD
0000947871-19-000079,2019-02-07,,2019-02-07T21:20:06.000Z,34,SC 13D/A,005-07443,19575420,,165923,0,0,ss124680_13da.htm,AMENDMENT NO. 11,https://www.sec.gov/Archives/edgar/data/0000002488/000094787119000079/ss124680_13da.htm,20190207,AMD
0000947871-19-000075,2019-02-05,,2019-02-05T21:41:05.000Z,33,144,001-07882,19568484,,64437,0,0,ss124546_144.htm,NOTICE OF PROPOSED SALE OF SECURITIES,https://www.sec.gov/Archives/edgar/data/0000002488/000094787119000075/ss124546_144.htm,20190205,AMD
0000215457-19-003211,2019-02-04,,2019-02-04T15:08:11.000Z,34,SC 13G/A,005-07443,19562073,,13615,0,0,us0079031078_020419.txt,,https://www.sec.gov/Archives/edgar/data/0000002488/000021545719003211/us0079031078_020419.txt,20190204,AMD
0000002488-19-000008,2019-01-31,2019-01-29,2019-01-31T21:08:32.000Z,,4,,,,8866,0,0,xslF345X03/wf-form4_154896889537659.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000008/xslF345X03/wf-form4_154896889537659.xml,20190129,AMD
0000002488-19-000006,2019-01-30,2019-01-28,2019-01-30T21:08:17.000Z,,4,,,,10798,0,0,xslF345X03/wf-form4_154888247996282.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000006/xslF345X03/wf-form4_154888247996282.xml,20190128,AMD
0000002488-19-000004,2019-01-29,2019-01-28,2019-01-29T21:19:00.000Z,34,8-K,001-07882,19548914,"1.01,2.02,7.01,9.01",5507928,0,0,a20190129q418earnings8-k.htm,8-K,https://www.sec.gov/Archives/edgar/data/0000002488/000000248819000004/a20190129q418earnings8-k.htm,20190128,AMD
0000002488-18-000211,2018-12-28,2018-12-26,2018-12-28T21:22:16.000Z,,4,,,,8329,0,0,xslF345X03/wf-form4_154603211958593.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000211/xslF345X03/wf-form4_154603211958593.xml,20181226,AMD
0000002488-18-000209,2018-12-28,2018-12-26,2018-12-28T21:19:07.000Z,,4,,,,8317,0,0,xslF345X03/wf-form4_154603193047836.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000209/xslF345X03/wf-form4_154603193047836.xml,20181226,AMD
0000002488-18-000207,2018-12-28,2018-12-26,2018-12-28T21:15:59.000Z,,4,,,,8321,0,0,xslF345X03/wf-form4_154603174275879.xml,FORM 4,https://www.sec.gov/Archives/edgar/data/0000002488/000000248818000207/xslF345X03/wf-form4_154603174275879.xml,20181226,AMD
